"","orgao","objeto","fornecedor","valor"
"2605","COMPANHIA METROPOLITANA DE HABITAÇÃO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS TÉCNICOS COMPLEMENTARES DE INSTALAÇÕES DE PROTEÇÃO E COMBATE A INCÊNDIO E OBTENÇÃO DO AUTO DE VISTORIA DO CORPO DE BOMBEIROS – AVCB – PARA O EMPREENDIMENTO EDIFÍCIO RESIDENCIAL RIACHUELO – SUBPREFEITURA SÉ - MUNICÍPIO DE SÃO PAULO – CAPITAL.","ALLTEC CONSTRUÇÕES E COMERCIO LTDA.-EPP",NA
"2606","SUBPREFEITURA: MBOI MIRIM","Contratação de empresa para execução de serviços de readequação de viela na Rua João Damasceno com Rua André Brenha Ribeiro - São Paulo - SP","Dekton Engenharia e Construção Ltda.-EPP",144403.08
"2607","SUBPREFEITURA: MBOI MIRIM","Contratação de empresa para execução de serviços de readequação  de escadaria na Rua Antônio da Cruz Messias, 18 X Rua Salgueiro do Campo193 - Jardim São Luiz - SP","Focco Engenharia e Planejamento Ltda-ME",50094.07
"2608","EDUCAÇÃO","CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇOS DE CONSERVAÇÃO E LIMPEZA DE INSTALAÇÕES PREDIAIS, ÁREAS INTERNAS E EXTERNAS, ÁREAS VERDES, NAS UNIDADES ESCOLARES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO,","RCA PRODUTOS E SERVIÇOS LTDA",2366373.6
"2609","EDUCAÇÃO","Chamada Pública para a aquisição 520.000 (quinhentos e vinte mil) quilogramas de FEIJÃO COMUM, DE CORES, CARIOCA, TIPO I, da Agricultura Familiar e do Empreendedor Familiar Rural destinados ao atendimento do Programa Nacional de Alimentação Escolar - PNAE","COOPERATIVA DE PRODUÇÃO AGROPECUÁRIA “VÓ APARECIDA",1068600
"2610","EDUCAÇÃO","Chamada Pública para a aquisição 520.000 (quinhentos e vinte mil) quilogramas de FEIJÃO COMUM, DE CORES, CARIOCA, TIPO I, da Agricultura Familiar e do Empreendedor Familiar Rural destinados ao atendimento do Programa Nacional de Alimentação Escolar - PNAE","COAPRI - COOPERATIVA DOS ASSENTADOS DE REFORMA AGR",1068600
"2611","ESPORTES, LAZER E RECREAÇÃO","Aquisição de Kit Lanche para atender os eventos do CGPE através de Ata de RP nº 05/SME/DAE/2013","F.G.R. SILVA BUFFET E EVENTOS LTDA",50470
"2612","SAÚDE","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE NUTRIÇÃO E ALIMENTAÇÃO HOSPITALAR PARA O FORNECIMENTO DE ALIMENTAÇÃO PARA PACIENTES INTERNADOS, ACOMPANHANTES LEGALMENTE INSTITUÍDOS, RESIDENTES, VOLUNTÁRIOS, ACADÊMICOS E VISITAS AUTORIZADAS PELA ADMINISTRAÇÃO DO HOSPITAL MUNICIPAL E MATERNIDADE ESCOLA DR. MÁRIO DE MORAES ALTENFELDER SILVA.","CONVIDA REFEIÇÕES LTDA.",31727.19
"2613","EDUCAÇÃO","Celebração de Convênio","INSTITUTO VIDA SÃO PAULO",4542740.8
"2614","SAÚDE","Aquisição de Poltrona Reclinável para Acompanhante","R.C. ARTIGOS E EQUIPAMENTOS HOSPITALARES LTDA – EP",15400
"2615","EDUCAÇÃO","Celebração de convênio em continuidade","ASSOCIAÇÃO CULTURAL, ESPORTIVA E BENEFICENTE DE VI",106368
"2616","EDUCAÇÃO","Celebração de Convênio em continuidade","ASSOCIAÇÃO BENEFICENTE VIRTUDE DA CRIANÇA",1564598.5
"2617","PLANEJAMENTO, ORÇAMENTO E GESTÃO","CONTRATAÇÃO DE SERVIÇOS DE IMPRESSÃO DEPARTAMENTAL - ATA DE REGISTRO DE PREÇOS nº 004.06/14 – PRODAM - OBJETO: PRESTAÇÃO DE SERVIÇOS DE IMPRESSÃO DEPARTAMENTAL (IMPRESSORAS LASER MONOCRÁTICA, COLORIDA, MULTIFUNCIONAIS E SERVIÇOS)","MR Computer Informática Ltda",882330.84
"2618","EDUCAÇÃO","Celebração de convênio","AÇÃO SOCIAL COMUNITÁRIA DO LAGEADO JOILSON DE JESU",2629180.5
"2619","EDUCAÇÃO","Celebração de convênio","ASSOCIAÇÃO BENEFICENTE DE MÃES ORDEM E PROGRESSO",2396667.5
"2620","EDUCAÇÃO","Celebração de convênio em continuidade – MOVA","ASSOCIAÇÃO UNIÃO DOS MORADORES DO JARDIM ANTONIETA",186144
"2621","SUBPREFEITURA: MBOI MIRIM","Contratação de empresa para requalificação e adequação de espaço público municipal localizado na Avenida Irecê, 70 – Parque Europa/SP.","S.C Engenharia Ltda",145973.53
"2622","EDUCAÇÃO","Celebração de convênio","ASSOCIAÇÃO COMUNITÁRIA UM NOVO AMANHECER",2453959.5
"2623","EDUCAÇÃO","Celebração de Convênio em continuidade","ASSOCIAÇÃO BENEFICENTE DE MÃES ORDEM E PROGRESSO",1827804.38
"2624","SUBPREFEITURA: MBOI MIRIM","Contratação de empresa para a execução de serviços de requalificação de praças e áreas ajardinadas do Conjunto Promorar","TIRANTE CONSTRUÇÕES LTDA-EPP",441747.29
"2625","SUBPREFEITURA: MBOI MIRIM","para execução de serviços de requalificação de calçadas, sarjetas, guias e leito carroçável na Rua Geraldo Fraga de Oliveira","CONSTRUÇÕES, ENGENHARIA E PAVIMENTAÇÃO ENPAVI LTDA",322283.66
"2626","CULTURA","Contratação de serviço de agenciamento de passagens aéreas","EURO STAR VIAGENS E TURISMO EIRELI - EPP",120040.6
"2627","CÂMARA MUNICIPAL","restação de serviços de produção, geração e veiculação e conteúdo televisivo (TV Câmara), radiofônico (Radio Web Câmara) e digital (Portal da Câmara) e gerenciamento de arquivos digitais (Media Assent Management – MAM)","FUNDAÇÃO DE APOIO A PESQUISA, ENSINO, TECNOLOGIA",19728000
"2628","GOVERNO MUNICIPAL","Contratação de empresa especializada na prestação de serviços de operação de Sistema de Controle de Acesso, com efetiva cobertura das Portarias e Andares, e disponibilização de equipamentos, objetivando o gerenciamento do fluxo de entrada e saída dos usuários aos edifícios e manutenção preventiva e corretiva dos elementos que compõem os atuais sistemas de acesso aos edifícios que integram a sede do Governo Municipal, dentre eles os edifícios Matarazzo e São Joaquim.","CSOFT DO BRASIL LTDA",2133720
"2629","SAÚDE","Prestação de serviços de Atenção à Saúde de Nefrologia","CLÍNICA MEDICINA INTERNA E NEFROLOGIA – CMIN LTDA.",3472827
"2630","SAÚDE","locação de imóvel","JOSÉ DE OLIVEIRA MIRANDA",82791.12
"2631","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","vigilancia patrimonial","Atento SP Serv. e Seg. Patrimonial Eireli",NA
"2632","SUBPREFEITURA: PIRITUBA/JARAGUÁ","a contratação de revitalização de espaço, instalação de equipamentos de ginástica para pratica de esportes ao ar livre por usuários da 3ª idade e conjunto de mesa e bancos de concreto à R. Manoel Pinheiro X R. Portão Preto, em área sob a jurisdição desta Subprefeitura","SC Engenharia Ltda",12756.9
"2633","SUBPREFEITURA: PIRITUBA/JARAGUÁ","a contratação de serviços de instalação de lixeiras em ferro trabalhado, por meio de empresa especializada a serem instaladas em vias públicas, em área sob a jurisdição desta Subprefeitura","SC Engenharia Ltda",14617.38
"2634","SUBPREFEITURA: BUTANTÃ","MANUTENÇÃO DE ESPAÇO LIVRE: INSTALAÇÃO DE ACADEMIA PARA A 3ª IDADE – LOCAL: ESPAÇO LIVRE RUA PADRE CANELLES X AVENIDA GUSTAVO BERTHIER – SÃO PAULO – CAPITAL, OBEDECIDAS AS ESPECIFICAÇÕES TÉCNICAS CONTIDAS NO ANEXO IV – MEMORIAL  DESCRITIVO.","LEVICON CONSTRUÇÕES LTDA",49560.45
"2635","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “Corrida Desenvolvimento Zona Sul”","Instituto  Movimento ao Esporte Lazer e Cultura",1e+05
"2636","SUBPREFEITURA: BUTANTÃ","CONTRATAÇÃO DE SERVIÇOS PRELIMINARES DE INFRAESTRUTURA PARA ADEQUAÇÃO VIÁRIA NA AV. GUILHERME FONGARO (AVENIDA UM), PARQUE IPÊ - SÃO PAULO – CAPITAL, OBEDECIDAS ÀS ESPECIFICAÇÕES TÉCNICAS CONTIDAS NO ANEXO IV – MEMORIAL DESCRITIVO.","GUIMACON ENGENHARIA E CONSTRUÇÕES LTDA",846099.91
"2637","COORDENAÇÃO DAS SUBPREFEITURAS","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONTROLE INTEGRADO DE PRAGAS – SERVIÇOS DE DESINSETIZAÇÃO, DESRATIZAÇÃO, CONTROLE AMBIENTAL DE PRAGAS E ROEDORES E HIGIENIZAÇÃO DE CAIXAS D’AGUA.","RECOZ SERVIÇO E COMÉRCIO DE EQUIPAMENTOS LTDA.",222363.36
"2638","COORDENAÇÃO DAS SUBPREFEITURAS","Locação de imóvel destinado à ampliação desta Secretaria Municipal de Coordenação das Subprefeituras.","ATENAS ADMINISTRAÇÃO DE NEGÓCIOS LTDA",43631.19
"2639","FINANÇAS E DESENVOLVIMENTO ECONÔMICO","1.1 Constitui objeto do presente contrato a prestação de serviços de((NG)) Evolução da Nota Fiscal Paulistana((CL)) pela PRODAM cujas características e todo detalhamento técnico encontra-se na “Proposta Técnica Comercial - PC-SF-120217-12”, às fls. 08/24 dos autos do administrativo 2012-0.124.904-6, que fica fazendo parte integrante deste instrumento.","PRODAM S/A",3292722.9
"2640","PLANEJAMENTO, ORÇAMENTO E GESTÃO","Contratação. Locação de imóvel para atender a administração. Dispensa de licitação. Artigo 24, inciso X da Lei nº 8.666/93 e alterações. Conjunto de escritório – unidade autônoma E-3, situada no 3º andar do Edifício Grande São Paulo, situado à Rua Libero Badaró 425, com área útil de 878,32 metros quadrados e área comum de 175,48 metros quadrados.","ANA MARIA DA SILVA LOPES",178193.91
"2641","PLANEJAMENTO, ORÇAMENTO E GESTÃO","Contratação. Locação de imóvel para atender a administração. Dispensa de licitação. Artigo 24, inciso X da Lei nº 8.666/93 e alterações. Conjunto de escritório – unidade autônoma E-2, situada no 2º andar do Edifício Grande São Paulo, situado à Rua Libero Badaró 425, com área útil de 878,32 metros quadrados e área comum de 175,48 metros quadrados.","LILIANA DA SILVA LOPES",736406.31
"2642","PLANEJAMENTO, ORÇAMENTO E GESTÃO","Contratação. Locação de imóvel para atender a administração. Dispensa de licitação. Artigo 24, inciso X da Lei nº 8.666/93 e alterações. Conjunto de escritório – unidade autônoma E-1, situada no 1º andar do Edifício Grande São Paulo, situado à Rua Libero Badaró 425, com área útil de 878,32 metros quadrados e área comum de 175,48 metros quadrados.","JCL Empreendimentos LTDA",736406.31
"2643","PLANEJAMENTO, ORÇAMENTO E GESTÃO","locação de 10 (dez) vagas de garagem no edifício da Rua Líbero Badaró 425, centro, Capital (SP)","ZANEMP EMPREENDIMENTOS LTDA",50155.2
"2644","CULTURA","copatrocínio para realização do projeto (ja é)","ASSOC RECREAT CULT BLOCO CARNAVALESCO BANDA FUXICO",60000
"2645","CULTURA","Copatrocínio com a Associação Cultural Reggae.","ASSOCIAÇÃO CULTURAL REGGAE",30000
"2646","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","MANUTENÇÃO PREVENTIVA E CORRETIVA","LUFERCO COMÉRCIO E SERVIÇOS LTDA-ME",7586.64
"2647","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE MEDICAMENTOS.","CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.",47050
"2648","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE OXIGENOTERAPIA DOMICILIAR","WHITE MARTINS GASES INDUSTRIAIS LTDA",39732
"2649","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE MEDICAMENTOS.","CRISMED COMERCIAL HOSPITALAR LTDA.",7470
"2650","SUBPREFEITURA: CIDADE ADEMAR","Aquisição de Contrato de Serviços para conserto, substituição de peças, manutenção preventiva e corretiva de duas catracas da marca Almitec, modelo MAC-306, por um período de 12 (doze) meses (incluindo placas, softwares, instalação e treinamentos de 12 (doze) meses aos operadores do sistema), com fornecimento de softwares e 50 (cinquenta) crachás para visitantes e 50 (cinquenta) crachás para funcionários, pelo preço mensal de R$ 665,00 (seiscentos e sessenta e cinco reais), totalizando o contrato pelo período de 12 (doze) meses no valor de R$ 7.980,00 (sete mil, novecentos e oitenta reais), que serão utilizados pela Subprefeitura Cidade Ademar.","LIFREE SECURITY SISTEMAS ELETRÔNICOS LTDA – ME",7980
"2651","SAÚDE","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA E CORRETIVA EM CAPELA DE FLUXO LAMINAR E CAPELA DE SEGURANÇA BIOLÓGICA.","CCL PARANÁ COMÉRCIO DE PEÇAS E SERVIÇOS LTDA EPP",180000
"2652","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “Corrida Vertical”","INSTITUTO MAKER DE CULTURA E ESPORTE",120000
"2653","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “1º Festival Lúdico de Artes Marciais”","FEDERAÇÃO PAULISTA DE ARTES MARCIAIS INTERESTILOS",160980
"2654","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “Torneio de Handeball – Hand’Ouro”","ASSOCIAÇÃO PROJETO MEFIBOSETE",129860
"2655","ESPORTES, LAZER E RECREAÇÃO","CONTRATAÇÃO DE SERVIÇOS TÉCNICOS PROFISSIONAIS PARA SONDAGEM E PARECER TÉCNICO DE FUNDAÇÕES PARA REFORMA E AMPLIAÇÃO DO CENTRO OLÍMPICO DE TREINAMENTO E PESQUISA – COTP, SITUADO NA AVENIDA IBIRAPUERA, Nº 1315 – SÃO PAULO – SP/VM.","AÇÃO ENGENHARIA LTDA",NA
"2656","EDUCAÇÃO","CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇOS DE CONSERVAÇÃO E LIMPEZA DE INSTALAÇÕES PREDIAIS, ÁREAS INTERNAS E EXTERNAS, ÁREAS VERDES, NAS UNIDADES ESCOLARES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO,","EPS- EMPRESA PAULISTA DE SERVIÇOS S/A",6740673.84
"2657","NEGÓCIOS JURÍDICOS","Prestação de serviços de assistência técnica e manutenção integral – corretiva, preventiva e emergencial, com fornecimento de peças - dos 2 (dois) elevadores, monta carga, elétricos, automáticos, tipos ARH 03/250 e ARH-CP 12/250, um com 03 (três) paradas e o outro com 12 (doze) paradas, instalados no edifício sede do Departamento Fiscal, na Rua Maria Paula, n° 136 – Centro – São Paulo.","ASSIST. TÉC. E MANUT. DE ELEVADORES ELEFOR LTDA",6945.24
"2658","SUBPREFEITURA: PINHEIROS","Contratação de serviços de conservação de pavimentos viários - Tapa Buracos – com aplicação de concreto asfáltico e emulsão da pintura de ligação,.","A. Tonanni Construções e Serviços Ltda.",1465845.6
"2659","EDUCAÇÃO","Aquisição de sardinha em óleo comestível","GDC ALIMENTOS S.A",615000
"2660","EDUCAÇÃO","Aquisição de sal refinado.","COMERCIAL DE ALIMENTOS NUTRIVIP DO BRASIL LTDA",98400
"2661","EDUCAÇÃO","Aquisição de barra de cereais sabor castanha-do-Pará/Brasil e/ou castanha de caju e/ou amêndoas – item 02","KOBBER ALIMENTOS LTDA",165495
"2662","SAÚDE","Gerenciamento e execução de atividades e serviços de saúde à serem desenvolvidas no Lote 4 - PSM 21 de Junho / PSM Dr. Lauro Ribas Braga e PSM Álvaro Dino de Almeida.","IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SP",5117
"2663","HABITAÇÃO","Execução de Serviços de Reforma e Revitalização de Conjuntos Habitacionais no Âmbito da Secretaria Municipal da Habitação – PROGRAMA 3 Rs","SANED ENGENHARIA E EMPREENDIMENTOS LTDA",15289280.74
"2664","SUBPREFEITURA: FREGUESIA-BRASILÂNDIA","Prestação de Serviços de Impressão Departamental.","MR Computer Informática Ltda.",143050.68
"2665","EDUCAÇÃO","((TITULO))DIRETORIA REGIONAL DE EDUCAÇÃO JAÇANÃ/TREMEMBÉ
2013-0.114.874-8;Contratação de Empresa especializada em serviços de manutenção de aparelho de ar condicionados para DRE/JT e DOT/P","A.G.S. AR CONDICIONADO LTDA-ME",7920
"2666","AUTORIDADE MUNICIPAL DE LIMPEZA URBANA","Contratação de empresa especializada para a prestação de serviços de GUARDA E VIGILÂNCIA ARMADA das instalações, dos bens municipais e de toda a área do prédio do Departamento de Limpeza Urbana - LIMPURB","Albatroz Segurança e Vigilância LTDA.",1656354.96
"2667","EDUCAÇÃO","Celebração de termo de convênio","Instituto MATER DEI",16050
"2668","EDUCAÇÃO","Centro de Ação Social Espaço Livre","Centro de Ação Social ESPAÇO LIVRE",16050
"2669","AUTORIDADE MUNICIPAL DE LIMPEZA URBANA","Contratação de serviços de pesquisa para levantamento de opinião pública a respeito de temas diretamente relacionados às áreas de atuação da Autoridade Municipal de Limpeza Urbana – AMLURB, a serem realizados na forma de enquetes, em conformidade com as especificações técnicas dos parâmetros metodológicos, etapas de trabalho, produtos e prazos definidos.","Datamétrica Consultoria Pesquisa e Telemarketing L",3e+05
"2670","FINANÇAS E DESENVOLVIMENTO ECONÔMICO","Contratação de empresa especializada para manutenção preventiva e corretiva, com fornecimento de peças em Sistemas de Telefonia ALCATEL e MONYTEL da Secretaria Municipal de Finanças","ALL NET TELECOMUNICAÇÕES E INFORMÁTICA LTDA",10875.6
"2671","SÃO PAULO TURISMO","Contratação de empresa especializada para a prestação de serviços de Locação de Banheiros Químicos individuais e portáteis, compreendendo os conseqüentes serviços de instalação, operação, manutenção e desinstalação dos mesmos, , para o atendimento parcelado de diversos eventos a serem executados pela SÃO PAULO TURISMO, , por um período inicial contratual de 12 meses, renováveis por iguais ou menores períodos, conforme bases, condições e especificações do Edital e seus Anexos.","MAGIKBAN DE COMÉRCIO E SERVIÇOS LTDA.",1484416.43
"2672","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","locação de imovel","Eliana Simões Caldeira Ceretti e outros",NA
"2673","SAÚDE","Prestação de serviços gratuitos à população no âmbito do Programa Permanente de Controle Reprodutivo de Cães e Gatos no Município de São Paulo",NA,518077.83
"2674","SAÚDE","Prestação de serviços de atenção à saúde de nefrologia","CLÍNICA NEFROLÓGICA DO ITAIM PAULISTA LTDA.",4379290.56
"2675","SAÚDE","Prestação de serviços gratuitos à população no âmbito do Programa Permanente de Controle Reprodutivo de Cães e Gatos no Município de São Paulo","CASA VETERINÁRIA MASCOTE LTDA. - ME",246889.37
"2676","EDUCAÇÃO","CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇOS DE CONSERVAÇÃO E LIMPEZA DE INSTALAÇÕES PREDIAIS, ÁREAS INTERNAS E EXTERNAS, ÁREAS VERDES, NAS UNIDADES ESCOLARES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO,","G4S INTERATIVA SERVICE LTDA",8545237.98
"2677","EDUCAÇÃO","CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇOS DE CONSERVAÇÃO E LIMPEZA DE INSTALAÇÕES PREDIAIS, ÁREAS INTERNAS E EXTERNAS, ÁREAS VERDES, NAS UNIDADES ESCOLARES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO,","CENTRO DE SANEAMENTO E SERVIÇOS AVANÇADOS LTDA",8680087.44
"2678","SUBPREFEITURA: MBOI MIRIM","Contratação de empresa para a prestação de serviços de pintura/recuperação de superfícies pichadas, com fornecimento de equipamento e mão de obra","Era Técnica Engenharia, Construção e Serviços Ltda",317646.6
"2679","CULTURA","patrocínio para realizaçao do projeto ""lazar segall para crianças""","ASSOCIAÇÃO CULTURAL DE AMIGOS DO MUSEU LASAR SEGAL",2e+05
"2680","SAÚDE","Prestação dos serviços gratuitos à população","Clínica Veterinária Vinícius Rossi Ltda. ME",412586.34
"2681","CULTURA","Prestação de serviços de vigilância e segurança patrimonial  desarmada.","SEAL – SEGURANÇA ALTERNATIVA LTDA",1272156.7
"2682","SAÚDE","Prestação de serviços de atenção à saúde de nefrologia","CLINICA E NEFROLOGIA LESTE LTDA.",9055942.44
"2683","SÃO PAULO TURISMO","Contratação de Empresa especializada em equipamentos de comunicação para a locação de aparelhos de comunicação via rádio com serviço de acompanhamento técnico, para atendimento parcelado a diversos eventos por um período de 12 meses, renováveis por iguais ou menores períodos, conforme bases, condições e especificações deste Edital e seus Anexos.""","IN TOUCH ASSESSORIA EM EVENTOS LTDA.",88500
"2684","CULTURA","coopatrocinio para a realizaçao de ""12ª ediçao do grito cultural reggae""","ASSOCIAÇÃO CULTURAL REGGAE",40000
"2685","SÃO PAULO TURISMO","Contratação de empresa para confecção e instalação de placas, fornecimento de suportes e implantação de sinalização turística vertical de atrativos turísticos do município de São Paulo, incluindo projeto executivo, conforme bases, condições e especificações do Edital e seus Anexos.","SINALTA PROPISTA SINALIZAÇÃO, SEGURANÇA E COMUNICA",NA
"2686","SÃO PAULO TURISMO","Contratação de empresa especializada para a prestação de serviços de locação de grupos geradores de energia elétrica com potência mínima de 250kVA, incluindo transporte, mão de obra, materiais e acessórios para seu funcionamento, para atendimento parcelado a diversos eventos por um período de 12 meses, renováveis por iguais ou menores períodos, conforme bases, condições e especificações do Edital e seus Anexos.","TROUPE PRODUÇÕES LTDA.",419634.92
"2687","SÃO PAULO TURISMO","Contratação de empresa para fornecimento de mão de obra temporária – Advogado(a), sob o regime de empreitada por preço global, pelo período de 03 (três) meses, renováveis por igual período, para atendimento as demandas da São Paulo Turismo S/A, conforme bases, condições e especificações do Edital e seus Anexos.","VERO TRABALHO TEMPORÁRIO E TERCEIRIZAÇÃO DE SERVIÇ",63893.2
"2688","SÃO PAULO TURISMO","OBJETO: Contratação de empresa especializada em montagem e desmontagem de estruturas temporárias, instalação de divisórias ou serviços de organização de feiras, congressos, exposições e festas, para locação de barricadas em “diárias correspondentes a 24 (vinte e quatro) horas de utilização, compreendendo também os respectivos serviços de transporte, montagem e retirada, para atendimento parcelado a diversos eventos por um período de 12 meses, renováveis por iguais ou menores períodos.","STEP GIVE LOCAÇÕES DE EQUIPAMENTOLS PARA EVENTOS L",370512
